client_id,client_type,client_name,owner_name,specialty_type,address,governorate,delegation,latitude,longitude,phone,patients_per_month,last_visit_date,total_visits,engagement_level,preferred_products,languages,days_since_last_visit,weeks_since_last_visit,months_since_last_visit,last_visit_month,recency_category,engagement_score_num,specialty_macro,languages_list,nb_languages,speaks_french,speaks_arabic,speaks_english,primary_language,preferred_products_list,nb_preferred_products,is_multi_product,gps_valid,distance_from_tunis_km,is_pharmacy,is_doctor,is_specialist,crm_segment,patient_volume_category,patients_normalized,visit_frequency_rec,max_visit_interval_days,visit_overdue,visit_priority_score
CLI0116,Pharmacie,Para-Pharmacie de la République,Rami Ben Ali,Parapharmacie,"144 Rue Ibn Khaldoun, Ksar Hellal, Monastir",Monastir,Ksar Hellal,35.842075,10.716984,+216 28 654 161,1842,2026-02-10,9,Moyen,"LV Fersang junior, LV Vitamine A, LV Sélénium A, C, E Anti-âge",Français,11,1.6,0.4,2026-02,Récent (≤30j),2,Pharmacie,['Français'],1,1,0,0,Français,"['LV Fersang junior', 'LV Vitamine A', 'LV Sélénium A', 'C', 'E Anti-âge']",5,1,1,119.32,1,0,0,Pharmacie Active,Haute fréquentation,0.382,Trimestriel,90,0,3.35
CLI0149,Pharmacie,Para-Pharmacie de Garde,Ahmed Khelifi,Pharmacie de Nuit,"31 Rue de la République, Bembla, Monastir",Monastir,Bembla,35.843211,10.676377,+216 46 933 311,3299,2025-09-02,16,Faible,TC 2000 Nutractiva,"Français, Arabe, Anglais",172,24.6,5.7,2025-09,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,['TC 2000 Nutractiva'],1,0,1,117.75,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.927,Bi-mensuel,15,1,8.32
CLI0152,Cabinet Médical,Pr. Amira Hammami,Pr. Amira Hammami,Ophtalmologie,"Centre Médical, 1 Avenue de Carthage, Takelsa, Nabeul",Nabeul,Takelsa,36.632241,10.766362,+216 70 323 539,619,2025-08-27,13,Faible,LV Psolcalm,"Français, Arabe, Anglais, Italien",178,25.4,5.8,2025-08,Urgence (>90j),1,Ophtalmologie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['LV Psolcalm'],1,0,1,57.41,0,1,1,Médecin À Conquérir,Cabinet très actif,0.72,Bi-mensuel,15,1,8.09
CLI0155,Cabinet Médical,Dr. Youssef Belhadj,Dr. Youssef Belhadj,Psychiatrie,"Cabinet Médical, 1 Rue de la République, Takelsa, Nabeul",Nabeul,Takelsa,36.543042,10.46635,+216 35 980 532,381,2025-09-26,16,Faible,LV Vitamine A,Français,148,21.1,4.9,2025-09,Urgence (>90j),1,Psychiatrie,['Français'],1,1,0,0,Français,['LV Vitamine A'],1,0,1,40.74,0,1,1,Médecin À Conquérir,Cabinet actif,0.351,Trimestriel,90,1,6.47
CLI0163,Cabinet Médical,Dr. Amira Hammami,Dr. Amira Hammami,Neurologie,"Clinique, 15 Rue du 20 Mars, Takelsa, Nabeul",Nabeul,Takelsa,36.657808,10.483441,+216 85 102 145,311,2025-12-02,5,Faible,"OLIGOVIT Trio, Echinacée, Zinc, Vit.C, LV Fersang junior","Français, Arabe, Anglais",81,11.6,2.7,2025-12,À relancer (61-90j),1,Neurologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['OLIGOVIT Trio', 'Echinacée', 'Zinc', 'Vit.C', 'LV Fersang junior']",5,1,1,33.5,0,1,1,Médecin À Conquérir,Cabinet modéré,0.242,Trimestriel,90,0,5.7
CLI0166,Cabinet Médical,Pr. Ines Dhouib,Pr. Ines Dhouib,Gastro-entérologie,"Clinique, 127 Avenue de Carthage, Menzel Bouzelfa, Nabeul",Nabeul,Menzel Bouzelfa,36.632766,10.766232,+216 23 338 654,709,2025-12-05,6,Moyen,LV CYSPROTECT,Arabe,78,11.1,2.6,2025-12,À relancer (61-90j),2,Gastro-entérologie,['Arabe'],1,0,1,0,Arabe,['LV CYSPROTECT'],1,0,1,57.38,0,1,1,Médecin Développement,Cabinet très actif,0.86,Bi-mensuel,15,1,5.88
CLI0174,Cabinet Médical,Pr. Mehdi Hammami,Pr. Mehdi Hammami,Médecine Générale,"Cabinet Médical, 72 Rue du 20 Mars, Grombalia, Nabeul",Nabeul,Grombalia,36.441171,10.499729,+216 81 657 900,688,2025-12-04,2,Faible,"LV Psolcalm, Echinacée, Zinc, Vit.C",Français,79,11.3,2.6,2025-12,À relancer (61-90j),1,Médecine Générale,['Français'],1,1,0,0,Français,"['LV Psolcalm', 'Echinacée', 'Zinc', 'Vit.C']",4,1,1,51.51,0,1,0,Médecin À Conquérir,Cabinet très actif,0.828,Bi-mensuel,15,1,7.31
CLI0202,Cabinet Médical,Dr. Ines Chouchane,Dr. Ines Chouchane,Gastro-entérologie,"Cabinet Médical, 34 Avenue Mohamed V, El Haouaria, Nabeul",Nabeul,El Haouaria,36.530113,10.614705,+216 45 848 482,589,2025-10-06,14,Faible,LV Vitamine A,"Français, Arabe, Anglais, Italien",138,19.7,4.5,2025-10,Urgence (>90j),1,Gastro-entérologie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['LV Vitamine A'],1,0,1,51.33,0,1,1,Médecin À Conquérir,Cabinet actif,0.674,Trimestriel,90,1,7.22
CLI0220,Cabinet Médical,Pr. Fatma Chouchane,Pr. Fatma Chouchane,Neurologie,"Centre Médical, 83 Rue Ibn Khaldoun, Soliman, Nabeul",Nabeul,Soliman,36.434622,10.576119,+216 74 927 113,641,2025-09-09,15,Faible,"Echinacée, Zinc, Vit.C, LV Fersang Gélule, PédiaKids Gelée royale",Français,165,23.6,5.4,2025-09,Urgence (>90j),1,Neurologie,['Français'],1,1,0,0,Français,"['Echinacée', 'Zinc', 'Vit.C', 'LV Fersang Gélule', 'PédiaKids Gelée royale']",5,1,1,56.28,0,1,1,Médecin À Conquérir,Cabinet très actif,0.755,Bi-mensuel,15,1,7.83
CLI0008,Pharmacie,Pharmacie El Menzah,Leila Gharbi,Pharmacie de Nuit,"139 Avenue Mohamed V, Béni Khalled, Nabeul",Nabeul,Béni Khalled,36.497247,10.409738,+216 30 187 849,2059,2025-12-11,4,Faible,LV CYSPROTECT,"Français, Arabe, Anglais, Italien",72,10.3,2.4,2025-12,À relancer (61-90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['LV CYSPROTECT'],1,0,1,41.87,1,0,0,Pharmacie À Développer,Haute fréquentation,0.463,Trimestriel,90,0,6.16
CLI0022,Pharmacie,Para-Pharmacie de la Liberté,Ahmed Abidi,Pharmacie Générale,"112 Rue Ibn Khaldoun, Béni Khiar, Nabeul",Nabeul,Béni Khiar,36.635928,10.618197,+216 20 632 925,2377,2025-09-16,9,Faible,"LV Vitamine A, Echinacée, Zinc, Vit.C",Arabe,158,22.6,5.2,2025-09,Urgence (>90j),1,Médecine Générale,['Arabe'],1,0,1,0,Arabe,"['LV Vitamine A', 'Echinacée', 'Zinc', 'Vit.C']",4,1,1,45.17,1,0,0,Pharmacie À Développer,Haute fréquentation,0.582,Trimestriel,90,1,7.64
CLI0028,Pharmacie,Para-Pharmacie du Progrès,Sonia Bouaziz,Pharmacie de Nuit,"113 Rue Ibn Khaldoun, El Mida, Nabeul",Nabeul,El Mida,36.485718,10.535858,+216 39 823 319,3012,2026-01-21,7,Faible,Vitonic Tonus,Arabe,31,4.4,1.0,2026-01,Normal (31-60j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,['Vitonic Tonus'],1,0,1,49.63,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.82,Bi-mensuel,15,1,6.16
CLI0034,Pharmacie,Pharmacie de Nuit,Rami Ben Ali,Pharmacie de Nuit,"89 Rue Ibn Khaldoun, Béni Khalled, Nabeul",Nabeul,Béni Khalled,36.511171,10.65298,+216 78 824 256,851,2025-10-26,18,Faible,"LV Sélénium A, C, E Anti-âge",Français,118,16.9,3.9,2025-10,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,1,55.32,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.011,Trimestriel,90,1,4.98
CLI0044,Pharmacie,Para-Pharmacie de la République,Ahmed Abidi,Pharmacie Générale,"11 Rue Ibn Khaldoun, Hammamet, Nabeul",Nabeul,Hammamet,36.496696,10.525184,+216 93 141 881,1737,2025-08-22,21,Faible,"LV Vitamine A, LV Psolcalm, OLIGOVIT Trio",Français,183,26.1,6.0,2025-08,Urgence (>90j),1,Médecine Générale,['Français'],1,1,0,0,Français,"['LV Vitamine A', 'LV Psolcalm', 'OLIGOVIT Trio']",3,1,1,48.08,1,0,0,Pharmacie À Développer,Haute fréquentation,0.343,Trimestriel,90,1,6.75
CLI0065,Pharmacie,Para-Pharmacie Monplaisir,Ahmed Sassi,Pharmacie de Nuit,"185 Rue du 20 Mars, Grombalia, Nabeul",Nabeul,Grombalia,36.535466,10.514247,+216 52 483 256,2657,2025-10-31,16,Faible,"LV Fersang junior, Huile de Menthe, LV Sélénium A, C, E Anti-âge",Français,113,16.1,3.7,2025-10,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['LV Fersang junior', 'Huile de Menthe', 'LV Sélénium A', 'C', 'E Anti-âge']",5,1,1,44.27,1,0,0,Pharmacie À Développer,Haute fréquentation,0.687,Trimestriel,90,1,6.71
CLI0076,Pharmacie,Pharmacie de l'Espoir,Rami Sassi,Pharmacie Générale,"99 Avenue Mohamed V, Dar Chaabane El Fehri, Nabeul",Nabeul,Dar Chaabane El Fehri,36.566295,10.795909,+216 80 613 254,2642,2025-09-17,23,Faible,Huile de Menthe,"Français, Arabe, Anglais, Italien",157,22.4,5.2,2025-09,Urgence (>90j),1,Médecine Générale,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['Huile de Menthe'],1,0,1,62.82,1,0,0,Pharmacie À Développer,Haute fréquentation,0.681,Trimestriel,90,1,7.03
CLI0101,Pharmacie,Para-Pharmacie de la Paix,Nadia Ben Ali,Parapharmacie,"28 Rue de la République, Grombalia, Nabeul",Nabeul,Grombalia,36.664737,10.763754,+216 44 471 666,2298,2026-01-30,15,Élevé,TC 2000 Nutractiva,"Français, Arabe, Anglais, Italien",22,3.1,0.7,2026-01,Récent (≤30j),3,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['TC 2000 Nutractiva'],1,0,1,55.97,1,0,0,Pharmacie Partenaire,Haute fréquentation,0.553,Mensuel,30,0,2.61
CLI0102,Pharmacie,Para-Pharmacie Avicenne,Amira Sassi,Pharmacie de Nuit,"72 Rue de la République, Dar Chaabane El Fehri, Nabeul",Nabeul,Dar Chaabane El Fehri,36.692525,10.596952,+216 71 612 141,3084,2025-11-09,7,Faible,TC 2000 Nutractiva,"Français, Arabe, Anglais, Italien",104,14.9,3.4,2025-11,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['TC 2000 Nutractiva'],1,0,1,40.9,1,0,0,Pharmacie À Développer,Très haute fréquentation,0.847,Bi-mensuel,15,1,7.49
CLI0113,Pharmacie,Para-Pharmacie du Bonheur,Rami Ben Ali,Parapharmacie,"67 Rue Ibn Khaldoun, Menzel Temime, Nabeul",Nabeul,Menzel Temime,36.470891,10.733893,+216 35 754 402,2056,2026-01-01,15,Moyen,"PédiaKids Gelée royale, Echinacée, Zinc, Vit.C, LV Psolcalm",Français,51,7.3,1.7,2026-01,Normal (31-60j),2,Pharmacie,['Français'],1,1,0,0,Français,"['PédiaKids Gelée royale', 'Echinacée', 'Zinc', 'Vit.C', 'LV Psolcalm']",5,1,1,63.77,1,0,0,Pharmacie Active,Haute fréquentation,0.462,Trimestriel,90,0,3.88
CLI0122,Pharmacie,Pharmacie Populaire,Nadia Khelifi,Parapharmacie,"62 Avenue de la Liberté, Korba, Nabeul",Nabeul,Korba,36.657262,10.472176,+216 69 348 361,1036,2025-09-20,16,Faible,"PédiaKids Gelée royale, LV CYSPROTECT","Français, Arabe, Anglais",154,22.0,5.1,2025-09,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['PédiaKids Gelée royale', 'LV CYSPROTECT']",2,1,1,32.69,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.08,Trimestriel,90,1,5.9
CLI0124,Pharmacie,Pharmacie Carthage,Ahmed Khelifi,Pharmacie de Nuit,"63 Rue du 20 Mars, Nabeul, Nabeul",Nabeul,Nabeul,36.674538,10.67604,+216 85 609 577,2359,2025-10-14,20,Faible,"Huile de Menthe, PHYTOFANE Lotion anti chute, LV Fersang Gélule",Français,130,18.6,4.3,2025-10,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['Huile de Menthe', 'PHYTOFANE Lotion anti chute', 'LV Fersang Gélule']",3,1,1,48.22,1,0,0,Pharmacie À Développer,Haute fréquentation,0.575,Trimestriel,90,1,6.48
CLI0160,Cabinet Médical,Pr. Mehdi Ghariani,Pr. Mehdi Ghariani,ORL,"Centre Médical, 103 Avenue Habib Bourguiba, El Amra, Sfax",Sfax,El Amra,34.828107,10.753766,+216 39 649 434,306,2025-11-26,4,Faible,"LV Fersang junior, PédiaKids Gelée royale","Français, Arabe, Anglais",87,12.4,2.9,2025-11,À relancer (61-90j),1,ORL,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV Fersang junior', 'PédiaKids Gelée royale']",2,1,1,227.63,0,1,1,Médecin À Conquérir,Cabinet modéré,0.234,Trimestriel,90,0,5.84
CLI0161,Cabinet Médical,Dr. Karim Ghariani,Dr. Karim Ghariani,Psychiatrie,"Cabinet Médical, 15 Rue de la République, El Hencha, Sfax",Sfax,El Hencha,34.717243,10.743448,+216 35 112 824,614,2025-09-02,3,Faible,"OLIGOVIT Trio, Echinacée, Zinc, Vit.C","Français, Arabe, Anglais",172,24.6,5.7,2025-09,Urgence (>90j),1,Psychiatrie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['OLIGOVIT Trio', 'Echinacée', 'Zinc', 'Vit.C']",4,1,1,239.44,0,1,1,Médecin À Conquérir,Cabinet très actif,0.713,Bi-mensuel,15,1,8.57
CLI0172,Cabinet Médical,Dr. Ines Karoui,Dr. Ines Karoui,Gynécologie,"Cabinet Médical, 6 Avenue Habib Bourguiba, Thyna, Sfax",Sfax,Thyna,34.73955,10.764599,+216 26 272 687,281,2026-01-13,12,Élevé,LV Vitamine A,Arabe,39,5.6,1.3,2026-01,Normal (31-60j),3,Gynécologie,['Arabe'],1,0,1,0,Arabe,['LV Vitamine A'],1,0,1,237.45,0,1,1,Médecin Champion,Cabinet modéré,0.196,Mensuel,30,1,2.19
CLI0173,Cabinet Médical,Pr. Amira Amari,Pr. Amira Amari,ORL,"Centre Médical, 110 Rue de la République, Ghraiba, Sfax",Sfax,Ghraiba,34.770789,10.79083,+216 99 731 351,431,2025-11-26,16,Faible,LV Vitamine A,"Français, Arabe, Anglais, Italien",87,12.4,2.9,2025-11,À relancer (61-90j),1,ORL,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,['LV Vitamine A'],1,0,1,234.62,0,1,1,Médecin À Conquérir,Cabinet actif,0.429,Trimestriel,90,0,5.61
CLI0184,Cabinet Médical,Pr. Karim Elloumi,Pr. Karim Elloumi,Pédiatrie,"Cabinet Médical, 13 Rue du 20 Mars, Ghraiba, Sfax",Sfax,Ghraiba,34.814354,10.783985,+216 57 943 777,307,2026-01-23,13,Élevé,"LV Sélénium A, C, E Anti-âge","Français, Arabe",29,4.1,1.0,2026-01,Récent (≤30j),3,Pédiatrie,"['Français', 'Arabe']",2,1,1,0,Français,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,1,229.77,0,1,1,Médecin Champion,Cabinet modéré,0.236,Mensuel,30,0,2.06
CLI0186,Cabinet Médical,Dr. Amira Amari,Dr. Amira Amari,Gynécologie,"Clinique, 120 Avenue de la Liberté, Thyna, Sfax",Sfax,Thyna,34.745248,10.726856,+216 89 523 874,213,2025-12-29,5,Faible,OLIGOVIT Trio,Français,54,7.7,1.8,2025-12,Normal (31-60j),1,Gynécologie,['Français'],1,1,0,0,Français,['OLIGOVIT Trio'],1,0,1,236.08,0,1,1,Médecin À Conquérir,Cabinet modéré,0.09,Trimestriel,90,0,4.86
CLI0189,Cabinet Médical,Pr. Karim Jemni,Pr. Karim Jemni,Gastro-entérologie,"Cabinet Médical, 134 Avenue de Carthage, El Amra, Sfax",Sfax,El Amra,34.783919,10.741444,+216 56 988 648,301,2025-09-13,5,Faible,TC 2000 Nutractiva,"Français, Arabe",161,23.0,5.3,2025-09,Urgence (>90j),1,Gastro-entérologie,"['Français', 'Arabe']",2,1,1,0,Français,['TC 2000 Nutractiva'],1,0,1,232.17,0,1,1,Médecin À Conquérir,Cabinet modéré,0.227,Trimestriel,90,1,7.04
CLI0195,Cabinet Médical,Dr. Ines Dhouib,Dr. Ines Dhouib,Pneumologie,"Cabinet Médical, 58 Rue Ibn Khaldoun, Sfax Ville, Sfax",Sfax,Sfax Ville,34.741346,10.765159,+216 96 920 108,675,2026-01-31,2,Faible,"LV CYSPROTECT, Hydra eau micellaire","Français, Arabe, Anglais",21,3.0,0.7,2026-01,Récent (≤30j),1,Pneumologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV CYSPROTECT', 'Hydra eau micellaire']",2,1,1,237.27,0,1,1,Médecin À Conquérir,Cabinet très actif,0.807,Bi-mensuel,15,1,6.26
CLI0201,Cabinet Médical,Dr. Fatma Dhouib,Dr. Fatma Dhouib,Ophtalmologie,"Clinique, 146 Rue du 20 Mars, Sfax Ville, Sfax",Sfax,Sfax Ville,34.728645,10.786239,+216 27 104 562,334,2026-01-16,17,Élevé,"OLIGOVIT Trio, Hydra eau micellaire",Français,36,5.1,1.2,2026-01,Normal (31-60j),3,Ophtalmologie,['Français'],1,1,0,0,Français,"['OLIGOVIT Trio', 'Hydra eau micellaire']",2,1,1,239.08,0,1,1,Médecin Champion,Cabinet modéré,0.278,Mensuel,30,1,2.05
CLI0206,Cabinet Médical,Pr. Ahmed Jemni,Pr. Ahmed Jemni,Gynécologie,"Clinique, 40 Rue de la République, Jebiniana, Sfax",Sfax,Jebiniana,34.839038,10.763031,+216 37 528 950,458,2025-10-21,5,Faible,"PédiaKids Gelée royale, PHYTOFANE Lotion anti chute, TC 2000 Nutractiva","Français, Arabe, Anglais, Italien",123,17.6,4.0,2025-10,Urgence (>90j),1,Gynécologie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['PédiaKids Gelée royale', 'PHYTOFANE Lotion anti chute', 'TC 2000 Nutractiva']",3,1,1,226.65,0,1,1,Médecin À Conquérir,Cabinet actif,0.47,Trimestriel,90,1,7.0
CLI0213,Cabinet Médical,Dr. Mohamed Chouchane,Dr. Mohamed Chouchane,Neurologie,"Clinique, 127 Avenue de Carthage, Sakiet Eddaïer, Sfax",Sfax,Sakiet Eddaïer,34.733081,10.775143,+216 90 758 487,478,2025-12-06,12,Moyen,"LV Vitamine A, PédiaKids Gelée royale","Français, Arabe, Anglais",77,11.0,2.5,2025-12,À relancer (61-90j),2,Neurologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV Vitamine A', 'PédiaKids Gelée royale']",2,1,1,238.37,0,1,1,Médecin Développement,Cabinet actif,0.502,Bi-mensuel,15,1,4.61
CLI0214,Cabinet Médical,Dr. Amira Hammami,Dr. Amira Hammami,Urologie,"Centre Médical, 115 Avenue Habib Bourguiba, Sfax Ouest, Sfax",Sfax,Sfax Ouest,34.871318,10.744707,+216 24 670 662,271,2025-10-01,2,Faible,"LV Sélénium A, C, E Anti-âge",Arabe,143,20.4,4.7,2025-10,Urgence (>90j),1,Urologie,['Arabe'],1,0,1,0,Arabe,"['LV Sélénium A', 'C', 'E Anti-âge']",3,1,1,222.77,0,1,1,Médecin À Conquérir,Cabinet modéré,0.18,Trimestriel,90,1,6.8
CLI0219,Cabinet Médical,Dr. Karim Ghariani,Dr. Karim Ghariani,Ophtalmologie,"Clinique, 116 Avenue de Carthage, Agareb, Sfax",Sfax,Agareb,34.726674,10.741275,+216 45 314 739,674,2025-11-21,12,Faible,"Echinacée, Zinc, Vit.C, PédiaKids Gelée royale, OLIGOVIT Trio","Français, Arabe, Anglais",92,13.1,3.0,2025-11,Urgence (>90j),1,Ophtalmologie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['Echinacée', 'Zinc', 'Vit.C', 'PédiaKids Gelée royale', 'OLIGOVIT Trio']",5,1,1,238.38,0,1,1,Médecin À Conquérir,Cabinet très actif,0.806,Bi-mensuel,15,1,6.88
CLI0230,Cabinet Médical,Dr. Mehdi Amari,Dr. Mehdi Amari,Endocrinologie,"Centre Médical, 17 Avenue de Carthage, Menzel Chaker, Sfax",Sfax,Menzel Chaker,34.84919,10.704552,+216 97 188 388,224,2025-11-06,18,Faible,PHYTOFANE Lotion anti chute,Français,107,15.3,3.5,2025-11,Urgence (>90j),1,Endocrinologie,['Français'],1,1,0,0,Français,['PHYTOFANE Lotion anti chute'],1,0,1,224.35,0,1,1,Médecin À Conquérir,Cabinet modéré,0.107,Trimestriel,90,1,5.03
CLI0020,Pharmacie,Pharmacie de la Santé,Fatma Gharbi,Parapharmacie,"106 Rue de la République, El Hencha, Sfax",Sfax,El Hencha,34.847313,10.733219,+216 48 304 936,1816,2025-12-04,8,Faible,"LV Fersang junior, LV Sélénium A, C, E Anti-âge, LV Vitamine A",Arabe,79,11.3,2.6,2025-12,À relancer (61-90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['LV Fersang junior', 'LV Sélénium A', 'C', 'E Anti-âge', 'LV Vitamine A']",5,1,1,225.13,1,0,0,Pharmacie À Développer,Haute fréquentation,0.372,Trimestriel,90,0,5.81
CLI0024,Pharmacie,Para-Pharmacie de l'Étoile,Fatma Abidi,Pharmacie de Nuit,"146 Rue du 20 Mars, Menzel Chaker, Sfax",Sfax,Menzel Chaker,34.809587,10.700041,+216 76 791 318,1660,2025-10-23,21,Faible,"OLIGOVIT Trio, Huile de Menthe, Omevie Omega 3 – 1000",Arabe,121,17.3,4.0,2025-10,Urgence (>90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,"['OLIGOVIT Trio', 'Huile de Menthe', 'Omevie Omega 3 – 1000']",3,1,1,228.57,1,0,0,Pharmacie À Développer,Haute fréquentation,0.314,Trimestriel,90,1,5.61
CLI0030,Pharmacie,Pharmacie Ibn Sina,Sonia Bouaziz,Parapharmacie,"112 Avenue Habib Bourguiba, El Amra, Sfax",Sfax,El Amra,34.777771,10.766887,+216 92 778 127,1476,2025-10-14,7,Faible,"PédiaKids Gelée royale, LV Vitamine A, LV Sélénium A, C, E Anti-âge","Français, Arabe, Anglais, Italien",130,18.6,4.3,2025-10,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais', 'Italien']",4,1,1,1,Français,"['PédiaKids Gelée royale', 'LV Vitamine A', 'LV Sélénium A', 'C', 'E Anti-âge']",5,1,1,233.36,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.245,Trimestriel,90,1,6.43
CLI0035,Pharmacie,Para-Pharmacie de l'Espoir,Nadia Khelifi,Pharmacie de Quartier,"120 Avenue de Carthage, Sakiet Eddaïer, Sfax",Sfax,Sakiet Eddaïer,34.846205,10.72684,+216 92 724 784,1154,2025-12-01,17,Faible,LV Psolcalm,Arabe,82,11.7,2.7,2025-12,À relancer (61-90j),1,Pharmacie,['Arabe'],1,0,1,0,Arabe,['LV Psolcalm'],1,0,1,225.12,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.125,Trimestriel,90,0,4.71
CLI0036,Pharmacie,Pharmacie Ibn Sina,Leila Gharbi,Pharmacie de Nuit,"125 Avenue de la Liberté, Thyna, Sfax",Sfax,Thyna,34.859566,10.734034,+216 72 600 668,3076,2026-02-08,19,Élevé,LV Fersang junior,"Français, Arabe, Anglais",13,1.9,0.4,2026-02,Récent (≤30j),3,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,['LV Fersang junior'],1,0,1,223.82,1,0,0,Pharmacie Partenaire,Très haute fréquentation,0.844,Mensuel,30,0,2.94
CLI0057,Pharmacie,Pharmacie El Menzah,Nadia Cherif,Parapharmacie,"136 Avenue de Carthage, Sakiet Eddaïer, Sfax",Sfax,Sakiet Eddaïer,34.732909,10.791405,+216 70 966 923,2008,2025-11-16,6,Faible,"LV Fersang junior, Hydra eau micellaire","Français, Arabe, Anglais",97,13.9,3.2,2025-11,Urgence (>90j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['LV Fersang junior', 'Hydra eau micellaire']",2,1,1,238.73,1,0,0,Pharmacie À Développer,Haute fréquentation,0.444,Trimestriel,90,1,6.42
CLI0067,Pharmacie,Pharmacie de la Paix,Rami Bouaziz,Parapharmacie,"91 Avenue Mohamed V, Ghraiba, Sfax",Sfax,Ghraiba,34.801483,10.715473,+216 93 331 926,1718,2026-01-14,14,Moyen,"Huile de Menthe, LV Fersang junior, LV Psolcalm",Français,38,5.4,1.2,2026-01,Normal (31-60j),2,Pharmacie,['Français'],1,1,0,0,Français,"['Huile de Menthe', 'LV Fersang junior', 'LV Psolcalm']",3,1,1,229.75,1,0,0,Pharmacie Active,Haute fréquentation,0.336,Trimestriel,90,0,3.41
CLI0068,Pharmacie,Pharmacie de l'Espoir,Karim Ben Ali,Pharmacie de Nuit,"47 Rue Ibn Khaldoun, El Amra, Sfax",Sfax,El Amra,34.852482,10.792154,+216 23 193 864,825,2025-12-26,7,Faible,"OLIGOVIT Trio, LV Sélénium A, C, E Anti-âge, LV Fersang junior","Français, Arabe, Anglais",57,8.1,1.9,2025-12,Normal (31-60j),1,Pharmacie,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,"['OLIGOVIT Trio', 'LV Sélénium A', 'C', 'E Anti-âge', 'LV Fersang junior']",5,1,1,225.84,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.001,Trimestriel,90,0,4.57
CLI0082,Pharmacie,Para-Pharmacie Manar,Sonia Abidi,Pharmacie Générale,"36 Avenue Habib Bourguiba, El Amra, Sfax",Sfax,El Amra,34.828236,10.787412,+216 54 560 625,2913,2026-01-10,12,Moyen,LV Psolcalm,"Français, Arabe, Anglais",42,6.0,1.4,2026-01,Normal (31-60j),2,Médecine Générale,"['Français', 'Arabe', 'Anglais']",3,1,1,1,Français,['LV Psolcalm'],1,0,1,228.35,1,0,0,Pharmacie Active,Haute fréquentation,0.783,Bi-mensuel,15,1,4.71
CLI0133,Pharmacie,Pharmacie de l'Étoile,Rami Hamdi,Pharmacie de Nuit,"22 Avenue de Carthage, Agareb, Sfax",Sfax,Agareb,34.74929,10.707351,+216 66 209 193,1431,2025-11-05,25,Faible,"Hydra eau micellaire, Echinacée, Zinc, Vit.C, LV Sélénium A, C, E Anti-âge",Français,108,15.4,3.5,2025-11,Urgence (>90j),1,Pharmacie,['Français'],1,1,0,0,Français,"['Hydra eau micellaire', 'Echinacée', 'Zinc', 'Vit.C', 'LV Sélénium A', 'C', 'E Anti-âge']",7,1,1,235.27,1,0,0,Pharmacie À Développer,Fréquentation moyenne,0.228,Trimestriel,90,1,4.93
